time/episodes,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/actor_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss
248,159,10816,67,54.1,208.1813362,5772,-101.41496665522737,0.0009956932,0.06373529754719644,0.7808545546711616,8.019302170231658
252,166,11075,66,55.36,216.17473910999996,6009,-102.79477072453153,0.0009955984,0.06419767612132474,0.07123740946037183,8.562827386717865
256,172,11298,65,56.26,224.51737038,6252,-105.23351796468098,0.0009955012,0.06500529550146639,-0.44624694057723935,7.821646238628187
260,178,11499,64,56.55,232.60223473,6455,-106.82284997434033,0.00099542,0.06384269847553603,-1.399407029760127,7.666795477575185
264,183,11723,63,57.02,242.83989877999997,6667,-105.99386298138162,0.0009953352,0.0611370510381201,-1.5815026183491168,7.849378865698109
268,189,11959,63,57.45,249.76699251,6909,-100.51496477269414,0.0009952384,0.05876843870353343,-1.6962595270640815,8.63964024586464
272,196,12222,62,58.1,253.19269025000003,7164,-99.94014950075011,0.0009951364000000001,0.05576800916721855,-0.33874258139859076,6.757655966109124
276,205,12529,61,59.37,257.99566376999996,7457,-97.67038185365739,0.0009950192,0.05553848556773637,0.5094355303113178,8.036524218897666
280,213,12821,60,60.48,263.54455218000004,7757,-99.52235422770183,0.0009948992000000001,0.05576183820764224,-0.22241393287976582,5.797807629903158
284,221,13095,59,61.28,268.89007651,8031,-96.77893599418745,0.0009947896,0.05578185490345302,-0.31242140229434184,7.159865248693179
288,229,13369,58,61.48,273.36399207,8299,-97.9583676147461,0.0009946824,0.056610492020845414,-0.5134826624393463,6.930724264780681
292,237,13673,57,62.65,275.96021507,8605,-93.77853251865932,0.00099456,0.05750853690717902,-0.0389303622501237,7.036729342596871
296,245,13975,56,63.37,284.65469961,8904,-94.64463682735668,0.0009944404,0.05759098336977117,-0.30744610025602226,7.1463236598407525
300,253,14282,56,64.26,290.45077374,9192,-94.6156016605001,0.0009943252,0.057124527354895226,-0.02825333786682344,5.803191917043336
304,261,14551,55,65.1,296.14534093000003,9475,-93.5697195633598,0.000994212,0.05661392454867777,-0.12090375242025955,7.015981352847556
308,268,14877,55,66.01,303.84242903,9783,-95.32871562412807,0.0009940888,0.05515379299010549,-0.4470227015869958,6.855043724605015
312,277,15237,54,67.42,307.06143672,10132,-92.89008257465977,0.0009939492,0.05411675476258801,0.2339993643183862,5.910473546674175
316,287,15645,54,68.85,314.35361826,10545,-91.59328699593593,0.000993784,0.051874041218649254,-0.10083999928801951,5.928615045065832
320,294,15872,53,68.42,314.66886153999997,10824,-94.17783326922722,0.0009936724,0.053882599790703575,0.006441329447728283,6.297624992874433
324,299,16093,53,68.27,321.33249042,11037,-90.48991362902584,0.0009935872,0.055192505978808114,0.4155880367877532,7.067773575685462
328,305,16377,53,68.58,321.31647366,11293,-94.698032217966,0.0009934848,0.05460869951147429,0.4727946255408542,8.044999115903613
332,314,16757,53,69.43,321.11153323999997,11653,-93.24466435596196,0.0009933408,0.05626688664308702,0.46323170384975393,8.043733736481329
336,326,17230,52,71.61,320.42950762,12125,-94.13212231622227,0.000993152,0.05961998649265455,0.08849487378113512,8.041383570519047
340,335,17598,52,73.43,329.15912205999996,12507,-96.06089683981503,0.0009929992,0.061299010322374455,0.4690125658231623,8.742592906951904
344,344,17998,52,74.35,341.9232376399999,12906,-98.66223772266243,0.0009928396000000001,0.06319060176610947,-0.0972476186631601,7.925268831132334
348,352,18327,52,75.11,347.9942951100001,13250,-99.43147181257417,0.000992702,0.062101870162200326,0.019729540317873412,9.048279418221004
352,360,18673,51,75.98,352.32572265000005,13602,-104.5406478881836,0.0009925612,0.06300679437424007,0.01851582840869301,7.727298089077598
356,368,18974,51,76.76,354.92096037000005,13898,-104.6862250314632,0.0009924428,0.06285725633653116,-0.4755502529966999,7.521414736626854
360,376,19340,51,78.41,365.81438604999994,14257,-106.74884073357833,0.0009922992000000002,0.06149359728748861,-0.34475584053679514,7.006284927067004
364,383,19606,51,78.83,369.85297853000003,14553,-108.09512273276725,0.0009921808,0.06109930538549656,0.4786446470676399,7.998062756003403
368,389,19829,50,78.7,371.92545229999996,14783,-109.08314366926227,0.0009920888,0.06078962798704181,0.674458436798631,8.385643247972455
372,395,20080,50,78.58,372.10733044,15007,-108.65282099797176,0.0009919992,0.061774793439186536,0.2553865276850187,8.872555307241587
376,404,20403,50,78.74,374.01276423,15301,-107.90086250743647,0.0009918816,0.061577375036203995,0.34528217267716066,8.246538858304078
380,414,20729,50,79.08,377.51570764,15661,-106.42673527110706,0.0009917376000000001,0.062428441999310795,-0.6637240751561794,9.677409860220822
384,422,21077,49,79.82,387.81727555000003,15981,-106.98112320113968,0.0009916096,0.06250284456617229,0.6612372345976777,8.940502926543518
388,434,21524,49,81.55,393.04347393000006,16391,-107.23267866925495,0.0009914456,0.06476568966740515,0.25995098054409027,9.757135513352186
392,450,22083,49,84.1,391.84250313000007,16991,-107.14865689664273,0.0009912056,0.06323560162170513,0.11614753015943476,9.816353228285505
396,460,22493,48,85.18,394.24111896999995,17387,-108.22417638635123,0.0009910472,0.06310799413470812,0.03684647173009893,10.977865608789587
400,472,22963,48,86.81,397.2689259699999,17845,-110.23449392879711,0.000990864,0.06399138397028466,-0.029239475601861457,10.936700027529932
404,482,23324,48,87.73,400.28785987,18233,-111.4388523808232,0.0009907088,0.06453938460276451,0.31044764614399567,10.230340639750162
408,492,23653,48,87.76,400.47018165000003,18585,-115.11305588942308,0.000990568,0.06427774224907924,0.023230432126766596,11.967498901562813
412,500,23942,47,87.05,403.94196149000004,18876,-114.75769851456828,0.0009904516,0.06507497836849582,0.14179308823685147,11.040776281214471
416,507,24247,47,86.02,404.07263712,19175,-115.38615987387048,0.000990332,0.06478989618011267,0.25659911855157597,10.168490840728024
420,515,24578,47,87.06,411.15023558,19488,-116.10410347962991,0.0009902068,0.06452560252868213,0.33430993480560106,10.299196634537134
424,524,24945,47,88.52,421.44924474,19860,-116.67352803548177,0.000990058,0.06570454128086567,-0.01653230549008758,10.289844437881753
428,534,25343,47,89.66,432.38151969,20250,-114.19845172337124,0.000989902,0.0646937174633855,0.1552252010220573,10.205463409423828
432,545,25781,47,90.24,435.71930098000007,20692,-112.69603631047919,0.0009897252,0.06386277308263401,-0.11510609990299338,9.952307210110202
436,556,26219,47,89.89,449.49409894000013,21112,-113.28457630931081,0.0009895572000000001,0.06320508793517426,0.3186731274936583,9.586750994195471
440,568,26712,46,91.14,455.08586805000004,21592,-112.87911603341695,0.0009893652,0.06329524989416396,0.01771282156308492,10.132328158110575
444,581,27180,46,91.82,451.67562045000005,22071,-113.4891444060762,0.0009891736,0.06318840921177703,0.042762001565957476,9.812251470856747
448,593,27653,46,93.26,453.24593725,22568,-113.43369952702926,0.0009889748000000002,0.06400802257960125,-0.140523262195668,10.696584483324472
452,603,28056,46,93.83,459.5716038099999,22967,-114.32847335658123,0.0009888152,0.06464951354818246,-0.3597134305644281,10.980898557250033
456,612,28412,46,94.38,468.64158459000004,23319,-115.25265080095774,0.0009886744,0.06338039713810725,0.18414060071290259,10.485653371696012
460,622,28748,46,94.08,466.60510537000005,23670,-117.07428025610653,0.0009885340000000001,0.06382973206999862,-0.3315943751806094,10.510760772375413
464,632,29126,46,95.2,473.63895776,24054,-116.59379577636719,0.0009883804,0.06364760912306931,-0.4150043878218402,11.66818226420361
468,641,29502,46,96.73,484.4312301099999,24420,-117.73333019680447,0.000988234,0.06339953690767289,0.05941211581230164,10.563093540403578
472,650,29865,45,97.85,495.8568694300001,24785,-114.91299511137463,0.000988088,0.06481393621790976,0.13154233672789165,8.92074541818528
476,660,30247,45,98.44,508.18491191,25147,-115.38968658447266,0.0009879432,0.06540088965779259,0.23258315849871863,10.104204759143649
480,672,30668,45,99.39,517.4628581699999,25565,-115.23963872736151,0.000987776,0.06522892733866519,0.08214497308839451,9.751276584105058
484,684,31128,45,100.51,518.47356824,26007,-113.90301746792264,0.0009875992,0.06476571686841824,0.09062184117458484,9.479731678962708
488,698,31666,45,101.42,524.28118563,26514,-113.49007415771484,0.0009873964,0.06358398405873046,0.12276364984560986,9.18976253717124
492,712,32055,45,99.72,528.1018007199999,26984,-114.35214720101192,0.0009872084,0.06363455026314177,0.4240983493369201,10.607094863365436
496,723,32479,44,99.86,526.20614891,27385,-113.70534375249123,0.0009870480000000001,0.06335170267998767,0.1529930286666974,10.55866544425082
500,735,32901,44,99.38,523.4361759200001,27788,-112.41993673224198,0.0009868868,0.0633202756706037,0.19917118768942985,11.404148965132864
504,748,33284,44,99.6,527.5882248499998,28204,-112.31438831800826,0.0009867204,0.06412470700700632,-0.19581743773449672,11.203432115276208
508,757,33607,44,99.54,529.5020358,28524,-112.53505452473958,0.0009865924,0.06519963421013164,0.33268741732356194,10.922581256121054
512,767,33934,44,99.92,534.3944677100001,28857,-113.53894546005752,0.0009864592,0.06541835492128854,0.05993784554712065,10.926411251445392
516,777,34274,44,100.27,542.0195240899999,29191,-112.70845853365384,0.0009863256000000001,0.06614585990434164,0.011776479390951304,12.126950924213116
520,787,34583,43,100.05,543.5668989700001,29511,-113.3610348952444,0.0009861976,0.06500025495494667,0.3293412935576941,11.103251268989162
524,798,34988,43,100.43,546.00036879,29897,-114.42683686984806,0.0009860432,0.0652140455217812,-0.40122626534127814,10.7072015972588
528,808,35302,43,99.59,540.22318605,30227,-115.68917598494563,0.0009859112,0.06518787396959512,-0.08289431645927658,10.922267178455032
532,817,35622,43,98.41,542.56811878,30535,-114.79412153032091,0.000985788,0.06385114861445294,-0.2650654535326693,11.851695365375942
536,827,36022,43,98.03,546.62341956,30925,-115.78709148830838,0.000985632,0.06371297198865149,-0.10914707746770647,10.659116962220933
540,838,36459,43,97.47,549.7857520299999,31357,-115.64927942950027,0.0009854592,0.06407487941415686,-0.03856382782297923,11.767498561314174
544,850,36878,43,96.98,562.2937890299999,31772,-116.25914643940173,0.0009852932,0.0637353486789946,0.11768617049643867,10.343577548077231
548,865,37460,43,98.07,559.6474926300001,32341,-119.61627930535211,0.0009850656,0.06218587857567602,0.10700466045074992,10.640052326520284
552,877,37913,43,98.57,563.9344168499999,32768,-120.66576214225925,0.0009848947999999999,0.06274829744076242,-0.3269206883043659,11.251661641257149
556,890,38356,43,99.44,565.1531458799999,33240,-120.29729908436268,0.000984706,0.06211664980730495,-0.12366254829071663,11.327399743569863
560,903,38838,42,100.9,566.4495034199999,33716,-121.51161798330453,0.0009845156,0.06184356536429662,0.10516396015882493,10.503810515770546
564,917,39304,42,101.78,563.60994504,34192,-119.09783355191223,0.0009843252,0.06256359210635862,-0.2487212493378892,11.50119116367438
568,927,39693,42,101.91,551.55055814,34594,-120.80285835266113,0.0009841644,0.06300812658782189,0.3524895076854871,11.34476452607375
572,939,40082,42,102.17,554.08262852,35002,-120.37487764711733,0.0009840012,0.06240692282854407,0.19496046558574395,11.687918901443481
576,950,40458,42,102.11,552.8811139799999,35368,-121.30477854410807,0.0009838548,0.06405263667305311,-0.3415236315793461,11.23305582470364
580,960,40800,42,101.32,550.6570620800001,35710,-120.60477731166742,0.000983718,0.06404964893292157,-0.4818897654230778,11.821492060636862
584,972,41182,42,100.54,557.0590091899999,36089,-121.8192916220807,0.0009835663999999999,0.06327776539515942,-0.5191268155232389,11.091407339623634
588,983,41545,42,98.79,560.19292478,36460,-121.55211269732604,0.000983418,0.06395753142759972,0.27161311857479137,11.154490382400985
592,993,41884,42,98.29,569.98727173,36799,-120.7310149980628,0.0009832824,0.06276439324669215,0.3096233376342317,10.769389131794805
596,1004,42243,42,97.64,580.31105721,37159,-122.0138240294023,0.0009831384,0.06351875098930164,0.22947454791177402,10.251169074665416
600,1013,42601,42,97.0,589.6221727999999,37511,-122.29460959341012,0.0009829976,0.06297408993922028,-0.3351149436305551,11.299230023926379
604,1025,42981,41,96.97,595.4040456199999,37887,-121.18595487017964,0.0009828472,0.062428351664959,0.32860485239084375,11.131393854008165
608,1033,43338,41,97.31,599.0853552799999,38237,-123.83981704711914,0.0009827072,0.06174108472007971,-0.6697095873264166,10.619847187629112
612,1043,43706,41,97.72,606.0661198700001,38625,-122.26271377563477,0.000982552,0.06289207823574543,-0.10404749780893326,10.254638862609863
616,1053,44080,41,98.06,604.97398683,38994,-122.27566989437564,0.0009824044,0.06362769810053018,0.5041022991741096,9.821872684981797
620,1065,44481,41,98.98,609.9891497499999,39393,-123.11492620729932,0.0009822448,0.06324308613936107,0.3305160601933797,10.401967712477141
624,1079,44952,41,99.64,605.54210989,39839,-121.80955697369102,0.0009820664,0.06436870918171295,0.22466299105558965,10.973820740023985
628,1091,45369,41,100.67,613.2121712,40256,-122.1613538972624,0.0009818996,0.06542565608090097,-0.31414069808446443,10.656020374088497
632,1105,45802,41,101.8,624.8521904,40705,-121.42151385155793,0.0009817200000000002,0.0638176719440478,-0.1721399439690269,10.531215257733782
636,1118,46342,41,103.2,627.676443,41158,-122.49733619352358,0.0009815388000000002,0.06404975076428557,0.077520161339667,10.526485202586755
640,1134,46795,41,103.36,624.0171113,41695,-123.04545936031619,0.000981324,0.06377885814594186,-0.5882965938552566,9.856220563252768
644,1146,47207,41,103.29,623.2533397599999,42118,-126.07121554287997,0.0009811548,0.06343849714506757,-0.14998778904026205,10.145237562873147
648,1160,47674,41,102.14,640.6015404899999,42575,-126.49011820304294,0.0009809719999999999,0.062085231687842295,0.1633499873285534,9.740777159939293
652,1172,48068,41,101.55,643.70313032,42967,-128.00883504506703,0.0009808152,0.062429596846168105,0.31109724858322657,10.140703993874627
656,1183,48461,40,101.05,649.5681279600001,43377,-127.4728406270345,0.0009806512,0.06149741424316609,0.19849308828512827,10.294602226327967
660,1194,48836,40,99.98,659.54135097,43740,-126.79263065638168,0.000980506,0.06197016393200735,-0.08368038327506419,9.333213522193137
664,1205,49233,40,99.29,670.33027506,44139,-126.64113939725436,0.0009803464,0.06218589512774578,0.13301579367655975,9.275897975151356
668,1215,49635,40,99.42,688.7221712100003,44535,-127.30942145814286,0.000980188,0.061458316294753804,-0.052514941451397346,9.54680047136672
672,1227,50069,40,99.87,694.7747967,44956,-129.4279501000229,0.0009800196,0.06276492789691808,-0.27986971304124714,8.94803100702714
676,1239,50531,40,100.73,702.5954404600001,45404,-128.86268457376732,0.0009798404,0.062232028200941265,0.31920953291767046,9.452953968407973
680,1253,50954,40,101.54,707.88869372,45849,-127.67653444497893,0.0009796624,0.06231103324801615,-0.15434588123076032,8.848426337289338
684,1267,51401,40,102.19,712.30470708,46308,-130.7553003672007,0.0009794788,0.06239612944222785,-0.27959111869872155,9.198178617803901
688,1280,51823,40,102.78,720.5920159200001,46727,-131.5608563204424,0.0009793112000000001,0.06303534109931473,0.14194407785704377,8.90619849721226
692,1292,52225,40,103.41,731.1044895199999,47139,-130.82362342603278,0.0009791463999999999,0.06202666717346268,-0.09887501627507836,8.62045039070977
696,1303,52658,40,104.15,739.2677143999999,47544,-131.5930716196696,0.0009789844,0.06173872616555956,-0.2239950153010863,8.6539226019824
700,1317,53113,40,105.12,747.7995558700001,48006,-132.31769905090331,0.0009787996,0.06139728951578339,0.08070494743684928,8.580491479237875
704,1330,53533,40,105.52,751.23334564,48429,-132.63108034487124,0.0009786304,0.060922476945927846,-0.11560870127545463,8.412039664056566
708,1344,53982,40,106.44,762.9311625400001,48867,-132.93950139413965,0.0009784551999999999,0.061524567848975115,-0.31468025026935165,8.495435705279359
712,1357,54446,40,107.4,769.62725283,49335,-133.73758098566643,0.000978268,0.06141828063213937,-0.1857801464116462,9.26508977925666
716,1370,54882,40,108.02,780.5397271,49759,-132.37812103271483,0.0009780984,0.06068911738693714,-0.05041902840137482,8.133109874725342
720,1384,55321,39,108.4,788.23500761,50234,-134.1088269446507,0.0009779084000000001,0.06025410292685524,0.003588657980122842,8.35171637259239
724,1394,55726,39,107.74,793.6736241600001,50633,-133.13672397011206,0.0009777488,0.0604848874634818,-0.32830788053964316,7.822622986843712
728,1406,56134,39,107.65,792.6473184100001,51033,-132.7762404975541,0.0009775888,0.060203626136714164,0.02987228511670314,8.85032943410611
732,1419,56545,39,107.43,789.76995594,51471,-134.13865871818697,0.0009774136,0.06032680891150115,0.04059904904998079,8.751614035392294
736,1432,57005,39,106.63,793.6315857200002,51911,-133.5527025969132,0.0009772376000000001,0.06053842280222022,-0.06337006377137226,9.178979919267737
740,1446,57483,39,106.88,803.22690751,52379,-132.42923129046406,0.0009770504,0.05938139481952897,0.15935437234095584,9.208398733609988
744,1460,58005,39,107.98,804.4473795399998,52863,-132.9990082450535,0.0009768568,0.059408995444359985,0.09486711724944737,9.342924603171971
748,1475,58479,39,108.05,802.9777592499998,53379,-133.9516367594401,0.0009766504,0.05943648701622373,0.24629253219990505,8.415881897154309
752,1489,58984,39,109.16,811.39301367,53876,-134.7416588243588,0.0009764516,0.060470238616762234,0.36133623319540836,9.167644445286241
756,1503,59521,39,110.6,805.4277087300001,54365,-136.86203305356136,0.000976256,0.06046670500759606,-0.2034330868774706,8.933026429769155
760,1518,60002,39,111.66,811.31012464,54860,-137.7728737240746,0.000976058,0.05938691404603776,0.34667146574883234,9.039732651483446
764,1531,60367,39,111.34,810.3819985399999,55290,-136.45207391036183,0.000975886,0.0587273760061515,-0.2611170207983569,9.777446109370182
768,1541,60742,39,111.07,810.2883524599997,55669,-137.1908120548024,0.0009757344,0.05951940308452821,0.4147306769794109,9.43501808129105
772,1551,61081,39,110.12,803.6099159800001,55993,-137.48190307617188,0.0009756048000000001,0.05953572887972177,0.16755339395569033,9.82187743933804
776,1562,61484,39,109.53,800.03857031,56381,-138.98285675048828,0.0009754496000000001,0.059416284081789686,-0.2686382124446473,10.880840391482947
780,1573,61941,39,109.87,805.2043016200001,56839,-137.7897508239746,0.0009752664,0.059473132975399495,0.25512695699930193,9.991304473876953
784,1584,62386,39,109.85,807.1898589099998,57243,-138.46661774317423,0.0009751048,0.05954780080355704,0.4809545416695376,9.432261049747467
788,1593,62792,39,109.69,807.02291393,57698,-138.81948033383017,0.0009749228,0.06083509906342155,-0.11642443584768396,9.361345291137695
792,1602,63204,39,109.79,805.8876901699998,58115,-137.72650400797525,0.000974756,0.06169907610725473,0.22217608726135007,9.833374698956808
796,1612,63597,39,109.39,804.40337916,58505,-139.5225705805513,0.0009746,0.060784388909634855,0.21326751868749402,9.721049795445708
800,1621,63962,39,108.49,801.4451042699999,58883,-140.81953183809915,0.0009744488,0.06027761194854975,0.3485927715276678,9.4545658826828
804,1632,64344,39,108.11,802.62946497,59253,-140.66921155477309,0.0009743007999999999,0.06066442688101346,-0.13943527116603457,9.725755981563292
808,1644,64747,39,107.65,801.8298807000001,59641,-139.527344035211,0.0009741455999999999,0.059922109627835105,0.34388027374989516,9.519255477691365
812,1655,65144,39,106.98,802.48821924,60045,-140.32903888661374,0.000973984,0.06021532672707752,0.057549622110141224,9.631824006316482
816,1665,65547,39,106.65,802.78236376,60462,-142.34301009544959,0.0009738172,0.06126198154659225,0.1264464588692555,9.442460509446951
820,1676,65948,39,106.27,798.2240830100001,60857,-143.53532999866414,0.0009736591999999999,0.060319730027947785,-0.41235501009900616,9.43723043855631
824,1688,66345,39,106.19,800.8651548000001,61245,-142.38603427363378,0.000973504,0.060388077086969916,-0.47999748835961026,9.356795853259516
828,1700,66716,39,105.82,802.87877051,61629,-146.34934226502764,0.0009733503999999999,0.060403594667924214,0.28825871250096785,8.950829668247954
832,1711,67103,39,105.58,803.78998746,62010,-143.56828168643418,0.000973198,0.05946654934556254,-0.08638401489744904,9.716199864623366
836,1722,67482,39,104.77,797.9512341899999,62389,-146.36556055050085,0.0009730464,0.061199914368957574,-0.30978228753008463,9.047834802382063
840,1735,67915,39,104.32,793.00091613,62823,-145.36436229281955,0.0009728728,0.06093591882812756,-0.19901445452813749,9.299373873957881
844,1750,68423,39,104.18,800.2050602000002,63301,-143.6404208984375,0.0009726816000000001,0.061082506477832796,0.04084613227844238,9.921503074645996
848,1763,68867,39,103.88,803.44987449,63748,-145.06505565320032,0.0009725028,0.06192687681039511,0.19044579275078694,9.564316911212469
852,1778,69419,39,104.35,792.2499543299999,64259,-145.4520512172154,0.0009722984,0.06238665846841676,-0.188515031678336,10.071927299499512
856,1794,69917,38,103.96,803.0133604600001,64792,-144.36531241995388,0.0009720852,0.06281551214881607,-0.2814138238547278,10.529980792373907
860,1808,70395,38,103.93,798.9954877500002,65294,-144.22998901893354,0.0009718844,0.061111342611497844,-0.11821091457687576,10.512148113086306
864,1822,70878,38,105.11,801.9729225,65782,-145.70539417672666,0.0009716892,0.06258298226810516,-0.2413521907853742,10.683613175196005
868,1836,71342,38,106.0,810.6813527700001,66245,-145.80499319302834,0.0009715040000000001,0.06267350242804673,0.13679508612317554,9.911967051231255
872,1847,71784,38,107.03,822.5728026100002,66680,-145.32879220522366,0.0009713300000000001,0.062258133521446817,-0.3473038604626289,9.979973655480604
876,1860,72199,38,107.15,828.1951415099996,67100,-146.21019786869715,0.000971162,0.06271263201712468,0.45865867990966236,10.32506677645062
880,1872,72628,38,106.87,830.39560633,67510,-146.42540696088005,0.000970998,0.06219329681320518,0.06528523067633311,10.286643804288378
884,1884,73038,38,106.52,831.1645662300001,67942,-147.0345209707128,0.0009708252,0.061446428188298007,0.464732157416863,10.475712039683124
888,1894,73459,38,106.67,833.6101683099998,68373,-146.84942713198456,0.0009706528,0.06187649498815122,-0.5735248106977214,10.153523358054784
892,1905,73831,38,106.27,832.7231535599999,68750,-147.54087279014982,0.000970502,0.06068821961885875,-0.2606207617779368,9.480065812769624
896,1917,74237,38,106.4,835.49174232,69133,-148.31795816683987,0.0009703488000000001,0.06071906834157235,-0.09125807799330544,9.523792984288766
900,1929,74661,38,106.99,841.97435666,69554,-152.25550935706315,0.0009701804000000001,0.06086345169008994,0.06202107698333507,10.083961934459452
904,1941,75082,38,107.38,845.3871778800001,69975,-149.2442282040914,0.000970012,0.05968386683768282,-0.2137293548633655,9.217190220952034
908,1954,75520,38,107.73,847.78447658,70417,-149.86546149620642,0.0009698352,0.06101029043873915,-0.10837538884236263,9.260309939201061
912,1966,75931,38,107.87,847.19275628,70838,-151.94751678466798,0.0009696668,0.06016462702304125,-0.21538377583026885,9.063062691688538
